PID,-10,0,-0.1
5.107958546071754,-40.0,271,0.376,0.37599939016539285,0.03986688330769539,0.03986688330769539,False
5.107958546071754,-40.0,271,0.376,0.37598995229197213,0.03986688330769539,0.03986688330769539,False
5.105832697424576,-40.0,271,0.375,0.3749371437739574,0.039760854095220566,0.039760854095220566,False
5.002166107521284,-40.0,272,0.375,0.37490421301244076,0.03894940763711929,0.03894940763711929,False
5.002166107521284,-40.0,272,0.375,0.3750000144412585,0.03894940763711929,0.03894940763711929,False
3.85981329788811,-38.172498536962415,283,0.375,0.36901776913441137,0.030023502185940742,0.030023502185940742,False
1.1466602566387767,-9.97445200307209,309,0.37,0.3645598522025615,0.008806894533336163,0.008806894533336163,False
0.2079652377266215,-1.5002923497159262,318,0.364,0.35904207085852846,0.0015752871986478567,0.0015752871986478567,False
-0.9336674123557065,9.61200506247922,329,0.359,0.3449037043722355,-0.006991418544203043,-0.006991418544203043,False
-1.44404422454981,14.72673709743571,334,0.347,0.34119098281845817,-0.010512012988328934,-0.010512012988328934,False
-1.0280149499676559,10.164256316253969,330,0.34,0.32685101353156915,-0.007357110269367695,-0.007357110269367695,False
-0.0,-0.4410532586001689,320,0.333,0.32466248005346876,-0.0,-0.0,False
0.5077593083310382,-5.240613919725973,315,0.317,0.3076225387195471,0.003429711563512683,0.003429711563512683,False
0.4055105480958511,-4.0111940784501385,316,0.314,0.3057075824888239,0.002717803232371807,0.002717803232371807,False
0.20117397601795448,-1.9310369463920687,318,0.301,0.2914458939526624,0.001302641350775957,0.001302641350775957,False
0.1001374481976628,-0.9483170607306383,319,0.294,0.2875692168492797,0.0006361737032420933,0.0006361737032420933,False
0.19933929248026852,-2.0167278397596786,318,0.287,0.277184479412923,0.0012420533457770944,0.0012420533457770944,False
0.19864869515946307,-1.9861304076383928,318,0.282,0.27725980204925943,0.0012204148806631565,0.0012204148806631565,False
0.09845446964830623,-0.947363258219505,319,0.27,0.2640463122869951,0.0005842411774210632,0.0005842411774210632,False
